comment	label
[千古绝唱, 大笑]	neg
[行情]	pos
[独美, 渤海, 机构, 000415, 金控]	neg
[红, 控, 大型, 几天, 天天, 关注, 收盘, 放心, 国有]	pos
[美股, 跌, 光明正大]	neg
[断崖, 似地, 下跌]	neg
[ , 图穷匕现, 跳空, 难挡, 向下, 趋势]	neg
[没涨, 狗, 跌成]	neg
[2200, 打回, 老子, 进, 100, 亿]	pos
[背书, 有人, 晚上]	neg
[跌, 没完没了, 大盘]	neg
[玩意儿]	neg
[治市, 致死, 脸]	neg
[昨晚, 理由, 找到, 美股, 暴跌, 砖家们]	neg
[点, 干脆, 三千, 回]	pos
[股市, 诱骗, 痞子, 出货, 世界, 远离, 机构, 接盘, 散户]	neg
[融断, 表演]	neg
[机会, 市场, 做空, 期指, 砸, 开盘, 真]	pos
[玩完]	neg
[诚意, 600606, 推荐, 绿地, 买, 巨献, 控股, 年度, 2017]	pos
[韭菜, 割]	neg
[苦笑]	neg
[尿]	neg
[跌停板]	neg
[美股, 加油, 拖下水]	pos
[红着, 真特, 向东流, 嗷嗷, 大河, 安心, 赔钱, 绿]	neg
[不用]	neg
[指数, 拉, 散友们, 事, 下午, 反, 慌, 悬, 上午, 抽]	pos
[厉害]	pos
[失态, 千股, 常态, 跌停, 涨停]	neg
[3200, 先, 成功, 大盘, 预祝, 突破]	pos
[是助, 股指, 来个, 融断, 跌, 涨助, 时, 期货]	neg
[3214, 3229, 运行, 之间]	neg
[心态, 调整]	pos
[太, 恶心, 血性]	neg
[横行, 妖股, 大跌, 指数]	neg
[中国, 典型, 股市, 跌, 涨]	neg
[高, 减持]	neg
[发现, 20,  , 日线, 年, 盘感]	pos
[事]	neg
[Sb]	neg
[全线崩溃]	neg
[理由, 调整, 跟上, 美股]	pos
[三次, 当心, 底, 抄, 之内]	neg
[包阴, 有阳]	neg
[着手, 大开杀戒, 我忍, 还好]	neg
[A股, 理由, 美股, 下跌, 回调, 找]	neg
[三会, 一行]	neg
[不补, 补, 部能, 缺口, 空间, 未来, 死]	neg
[理由, 哀股, 以待, 跌, 试目, 今日]	neg
[跳空, 空高开, 低开, 美股, 骨气, 跳, 真有, 做]	neg
[癌龟, 不赞, 绿毛]	neg
[期货, 跌停, 股指, 千古]	neg
[两市, 跌停, 集合竞价, 15, 涨停]	neg
[03]	neg
[3220, 明日, 大胆, 强, 支撑, 建仓]	pos
[玩死, 鳄, dgd]	neg
[猛, 空方, 炮]	neg
[壳, 泡沫, 资源, 垃圾股]	neg
[点, 最低, 调, 3210, 大盘]	neg
[元, 20, 亳, 价值, 市场, 高价股]	pos
[a, 股, 爱, 任性, 走势]	neg
[ , 降温, 中, 效应, 赚钱, 三枪, 乐视, 早评]	pos
[有幸, 千股, 终于, 跌停]	neg
[跑跑, 跑]	neg
[跑, 点, 必破, 3200]	neg
[A股, 美股, 昨天, 该涨, 跌]	neg
[星期五, 黑色, 4.0]	neg
[a, 特征, 涨, 跌, 股涨]	neg
[高, 美国股市, 创新, 小心, 调整]	pos
[快点, 跌停, 千股]	neg
[天天, 语, 熊市, 杀跌]	neg
[吃饭, 买菜, 不用]	neg
[中国, 妈, B, 股市]	neg
[贯例, 周五, 下跌]	neg
[3214, 出击]	neg
[拜神, 快出, 见好就收, 跌, 大盘]	neg
[实况, 大盘, 金股, 直播, 3.3, 奇侠]	neg
[黑五又现]	neg
[实盘, 成功率高, 资, 适合, A50, 大小, 期指, 趋势, 交易]	neg
[ , 死撑, 让位, 不行]	neg
[上攻, 4000, 再起波澜, 强势, 明白, 点, 短线, 不见不散]	pos
[美股, 跌, 涨]	neg
[股指, 欺货, 加息, 利用, 牟取暴利, 美国, 做空, 空头]	pos
[发言人, 经济, 创新, 新闻, 大好, 讲, 美股, 中国, 高, 昨天]	pos
[快離開, 不升, 股市, 只跌, 中國, 市場, 垃圾]	neg
[股指, 新华社, 影响, 0.5, 副, 外围, 受, 今日, 百分之, 调整]	pos
[可怜, 哀股]	neg
[中国, 股市, 已死]	neg
[重现, 股灾]	neg
[真牛]	neg
[前奏, 人肯, 暴跌, 银]	neg
[低开, 走, 千股, 跌停, 低]	neg
[6469, 美股, 09, 点, 年, 两万多, 牛]	neg
[千股, 跌停, 快撤]	neg
[行情, 拜神, M, 走, 不妙, 上证]	neg
[拉, 为保, 联通, 大盘]	pos
[屁股, 大笑, 美股, 跌, 走, 昨天, 跟着]	neg
[风险, 二万多, 三千多, 砖家, 点, 高]	neg
[星期, 广州, 漂, 呆, 挺舒服, 早春]	neg
[可恶, 股市]	neg
[A股, 元, 20, 亳, 高, 价值, 市场, 高价股]	pos
[A股, 受美股, 微调, 跌, 下跌, 3.5, 影响]	neg
[好日子]	pos
[郭树清, 推进, 债转股]	pos
[短线, 客, 最佳时机, 出击]	neg
[低开, 10, 个点]	pos
[策略, 最终, 大盘, 今日, 操作, 洗盘]	pos
[走, 开高, 低]	neg
[暴跌]	neg
[无忧, 大盘]	pos
[投资, 两会, 策略, 时]	pos
[大跌, 影响, 股市, 外围]	neg
[15, 14, 议息, 月, 大盘, 美联储, 可能性, 号, 调整]	pos
[玫瑰, 利好, 个股]	pos
[03]	neg
[调, 勾画, 郭树清, 实施, 十大, 重点, 分类, 银监, 房地产, 金融]	neg
[委托, 涨停, 一手, 国际, 宣亚, 每人, 价, 买入, 今日, 72.93]	pos
[讨论,  , 09, 走, 年, 图形]	neg
[股, 得查, 不行, 控盘, 随便, 涨跌, 国家队]	neg
[涨停, 2017.3, 冲击, 消息, 今日, 个股]	pos
[急刹车]	neg
[过千股, 好久, 跌停]	neg
[短线, 热点, 3.3, 狙击]	pos
[通俗, 原则, 法制, 讲, 法不溯, 一项]	neg
[A股, 坑爹, 美股, 终于, 美国, 拖, 长久]	pos
[跳崖]	neg
[未能, 站上, 3250, 下午, 两日, 反, 一小, 大盘, 抽, 展开, 昨日]	neg
[重组, 万科, 深铁, 拉郎配, 手段, 行政]	neg
[低开, 下周, 很近, 肯定, 3300]	pos
[点, 暴跌, 3180, 说, 财经新闻]	neg
[逆水行舟, 不进则退]	neg
[持币, 企, 3200, 谨防, 出局, 大盘, 踩, 高, 等待, 一线, 回]	pos
[盘, 今儿, 名义, 砸]	neg
[蓄意, 市, 兴旺, 国运, 势如破竹, 争日, 破坏, 中国, 金融]	neg
[看空, 喊, 券商]	neg
[探底, 回升, 计划, 老九, 大盘]	pos
[逃]	neg
[走向, 多头, 媒体, 中国, 股市, 空头, 一天到晚]	neg
[见证, 收红, 低开, 大盘, 走, 强势, 高, 荷妈, 洗盘]	pos
[ , 顶层, 空空空, 设计]	neg
[股市, 严管, 入市, 吸引, 合规, 资金]	pos
[今日, 早评]	pos
[3233, 盘前, 踩, 月, 盘中, 前, 预计, 走, 昨日, 日盘, 大盘, 回]	pos
[晓得]	neg
[谨防, 国家队, 出长, 维稳, 阴]	pos
[5178, 几轮, 千点, 暴跌, 盘, 口说]	neg
[利空, 股指, 松绑, 看涨, 提速, ipo, 期货]	pos
[股, 同价, 非同, 大小, 实行, 发行, 上市]	neg
[A股, 回落, 高位, 外围, 或致, 调整]	neg
[A股, 动力, 星石, 盈利, 驱动, 投资, 仍强]	neg
[ , 机构, 大盘, 探底, 谨慎, 缩量, 操作]	neg
[20, 考验, 均线, 遇阻, 大盘, 面临, 日, 反弹]	pos
[开, 断头台, 大盘, 三月, 两会, 隔, 斗, 山观虎, 避开]	pos
[03, 白不圈,  , 圈钱, 不圈, 17.03, 可笑, 堰塞湖]	neg
[跑, 昨天, 3000, 有戏, 还好, 点, 赚点]	neg
[下定决心]	neg
[熟话, 力度, K, 30, 每次, 分钟, 线, 三次, 衰竭, 拉升, 说得好]	pos
[退市, 健全, 制度]	neg
[股, 抢, 两只, 涨停, 今日, 赚, 原因]	pos
[提防, 断崖, 股市, 式, 下跌]	neg
[保重, 告]	neg
[3142.21]	neg
[低开, 跳空, 0000]	neg
[美帝, 加息, 放嘴炮]	pos
[ , 日, 主贴, 周末, 0303, 全评]	neg
[A股, 理由, 受美股, 下跌, 不屑, 影响]	neg
[美股, 暴跌, 跌, 癌股]	neg
[小时,  , 昨天, 大盘, 下跌]	neg
[欧美, 红色, 黑色, 周五, 昨夜]	neg
[前途, 无限, 人生, 儿童期, 生命力, 最强, 次新股]	pos
[压力, 霸天, 神贴]	neg
[违法, 违规行为, 加大, 信息, 证监会, 披露, 力度, 打击]	pos
[逃, 快字, 再加]	neg
[大幅, 回调, 大盘]	neg
[今日, 红, 两会, 开启]	pos
[收不回, 利空, 股票, 银行, 钱, 企业, 押]	neg
[无功而返, 20, 回落, 上供, 往下, 转而, 两次, 探, 连续, 大盘]	neg
[差根, 100, 阴棒, 点大, 洗盘]	neg
[注意安全, 调整]	pos
[银行, 山, 点, 小盘, 压力, 甚, 热闹, 3300, 获利盘]	pos
[浮动, 10, 涨跌, 涨停, 不让, 设置]	pos
[帝都, 跑, 0.53, 大跌, 美]	neg
[劵, 股市, 两会, 维稳, 商]	pos
[利空, 美要, 自然, 加息, 懂, 明白人]	pos
[感觉]	neg
[ , 做股票, 一地, 兔子, 跑, 少, 赛, 鸡毛, 国家队]	neg
[不准, 命令, 08, 国资委, 国资, 华人, 年, 街, 死, 抄底]	pos
[只能, 职工, 盛宴, 看着, 眼巴巴, 开场, 原, 持股会]	neg
[股市, 美股, 先天下之忧而忧, 跌, 暴跌, 中国]	neg
[币, 养老金, 比特, 配置, 战略, 失误, 黄金]	neg
[中国, 牛市, 牛, 到来]	pos
[A股,  , 利好, 加息, 美, 重申, 特朗普, 证据]	pos
[今日, 大阳线]	pos
[风险, 伦家, 只会, 本次, 美股, 漫, 加息, 带来]	neg
[买卖, 主导, 买入, 卖出, 趋势, 市场]	pos
[A股, 美股, 名正言顺, 跌]	neg
[行情, 中, 低, 机会, 买入, 把握, 调整]	pos
[跳, 上车, 赶紧]	neg
[行情, 上震, 做股票, 搞不清, 这份, 悲哀, 题材, 做]	neg
[股, 只能, 哥, 涨, 银行, 翻倍, 空仓]	neg
[A股, 道琼斯, 指, 指数, 预计, 今日, 0.53, 大跌, 上证, 昨日]	neg
[后拉, 下车, 甩, 股票, 平台, 教, 整理, 一招]	pos
[a, 股会千股, 跌停, 加息, 美国]	neg
[ , 行情, 加剧, 主力, 一季度, 出逃, 尾声, 接近]	neg
[ , 2017, 小散, 参考]	pos
[决赛, 44.24, 预告, 险队, 跌, O, 52, 险资, 上证]	neg
[ , 概率, 兑现, 筹码, 期间, 两会, 高, 短期, 盘整]	pos
[心, 沉痛, 至极]	neg
[ , 肚肚, 黎明, 哥哥, 创业, 个公, 注册, 随笔]	neg
[清仓, 中阳, 收]	pos
[千股, 涨停]	pos
[理由, 股市, 麻痹, 坑, 爹, 大跌]	neg
[晕, 大盘]	pos
[美股, 名正言顺, 跟着, 终于, 下跌]	neg
[理由, 找到, 妈, 跌, 美, 大跌, 逼]	neg
[提醒, 一篇, 中旬, 加息, 本月, 美国, 文章, 散户]	neg
[爆跌, 中, 双头, 等待]	neg
[发, 妈, B, 新股, 成天]	neg
[美股, 使劲, 跌, 3184, 星期五, 砸]	neg
[预测, 验证, 点, 涨跌, 收盘, 上证指数]	neg
[股指, 慌, 里, 跑, 开会, 昨天, 期货, 散户]	neg
[中国, 笑炳, 股市, 世界]	neg
[今日, 周五]	pos
[报告, 跌, 机老, 美国, 砸, 放心, 三指]	neg
[养猫, 女人, 寂寞, 养狗]	neg
[阳线, 巨, 未, 千点, 大盘, 暴跌, 盘, 今日, 口说]	neg
[阴线, 不进则退, 收大, 加息, 大盘, 美]	neg
[积极关注, 新机遇, 两会, 迎来, 政策]	pos
[脑壳, 傻]	neg
[两只, 狗熊, 胜利]	neg
[蜘蛛, 死, 刚刚开始, 下跌]	neg
[3184, 大跌, 日线, 30, 请]	neg
[3184, 点, 点位]	neg
[A股, 一带, 一路, 这会, 肯定, 欧美]	pos
[笑, 点, 国家队, 保卫战, 3200]	pos
[A股, 3200, 美股, 轻松, 暴跌, 破, 跌死]	neg
[A股,  , 信号, 大逆转]	neg
[缺席, 红盘, 周五, 压制, 反弹, 原因]	pos
[A股,  , 股市, 板块, 周五, 下跌, 走, 虽逆市]	neg
[一回, 小猫, 疯狂, 可爱]	neg
[固守, 3200, 低开, 反, 维稳, 全天, 底部, 2017, 洗盘]	pos
[ , 涨, 跌, O, 买, T, 卖, 操作]	pos
[ , 滑头, 波段, O, 多头, T, 空头, 操作, 做]	pos
[2017]	pos
[10, 日,  , 月, 申购, 发行]	pos
[低开, 跳空]	neg
[打新, 十几万, 没中过, 入市, 亏损, 年]	neg
[概率, 月, 加息, 明, 美联储, 大盘, 哀鸿, 市场]	pos
[乱象, 金融, 治理]	neg
[星期五, 大跌]	neg
[逃不过, 股市, 珍珠项链, 涨跌]	neg
[大跌, 明日]	neg
[天山, 有个, 福建, 接力, 水泥, 顺丰]	pos
[明天, 点上, 砸, 2311]	neg
[搁, 无奈, 一支, 一杯, 酒, 烟]	pos
[我进, 股市, 假]	neg
[必破, 12, 我敢, 赌, 说]	neg
[预期, 炒, 思考, 下个]	neg
[15, 个点, 下周, 跌, 下跌, 点, 今日, 属]	neg
[屁, 钞票, 股市, 穷光蛋, 涨个]	neg
[杆子, 打死, 房地产, 股市, 太火]	neg
[有聊]	neg
[归零, 上涨, 一周, 五周, 下跌]	pos
[崩盘, 加速, 永远, 股票]	neg
[]	neg
[涨, 会涨, 说]	pos
[股民,  , 亿万, 空仓, 崩盘]	neg
[地球, 上证指数, 各国, 股指, 外星]	neg
[未捞, 去年, 记者, 网达, 耗子, 媒体, 软件, 油水]	neg
[预测, 大盘, 视觉, 分钟, 震惊, 精准]	pos
[提到, 大跌, 有事没事, 国际版]	neg
[ , 指, 周四, 小幅, 沪, 两市, 目标, 深, 高, 大盘, 调整]	pos
[屁, 放大, 上天, 能下, TC]	neg
[0.8, 低开, 觉醒, 明日, 走, 鉴, 高, 涨幅]	pos
[机巴, 搞个, 上市, 公司]	neg
[A股, 明天, 下跌, 扬起, 欧美, 希望, 争口气]	neg
[a, 气死, 股票, 美国佬, 走, 美帝, 跟着]	neg
[研究员, 狗屁, 分析师, 大盘, 电视, 曝光]	neg
[微涨, 明天, 20, 点, 三个, 震荡, 收盘]	pos
[微笑, 明天, 字涨]	pos
[能值, 预期, 炒, 说, 股票, 多钱]	neg
[]	neg
[明天, 日, 均线, 跌破, 来临, 20, 级别, 调整]	neg
[股市, 垃圾]	neg
[天龙, 将会, 妖王, 股份]	pos
[明天, 不信, 30, 下降, 大盘, 点, 回调, 事实]	neg
[股, 埃斯, 高端, 装备, 机器人, 金鸡, 贝斯特, 年, 顿, 拓斯达]	neg
[崩盘, 被迫, 美股, 加息, 美国, 赶顶, 不远, 金融危机]	pos
[明天, 逃命, 早上, 机会, 多头, 死, 上证指数]	neg
[A股, 今晚, 三百, 美股, 跌个, 点, 状, 中国]	pos
[主力, 太, 股市, 今日, 被动]	pos
[明天, 竞猜, ipo]	pos
[满仓, 资金, 2700, 多点]	pos
[ , 日, 月, 修正, 变盘, 上涨, 向下]	pos
[2200, 点, 信]	neg
[纠结, 看头, 我坚, 涨跌幅, 瞎]	neg
[之流, 股市, 贾跃亭, 王石, 悲哀, 中国]	neg
[A股, 理由, 一条, 千种, 跌, 上涨, 天理]	neg
[ , 地狱, 媒体, 游资, 炒, 该进, 黑哨, 龙头]	pos
[明天, 大盘, 反弹, 最快]	pos
[明天, 开, 期间, 手中, 见议, 股抱, 防, 两会, 小股民]	pos
[明天, 大笑, 股指, 挂个, 期货, 空单, 开盘]	pos
[下调, 幅度, 奥迪, 中低, 中, 一路, 入市, 钱, 买, 长安, 变, 低, 抄股]	neg
[百点, 猜猜, 大盘, 跌, 各股]	neg
[a, 明天, 股市, 大跳水, 欧美, 大跌]	neg
[请, 股指, 走势图, 部门, 一目了然, 期货, 影响]	pos
[A股, 两万, 估值, 快到, 零头, 说, 外盘, 高]	pos
[路上, 不住, 强大, 跌, 国人, 追梦, 祝福]	neg
[分析, 深圳, 股市, 向北看, 策略, ##, 月, 一平, 盘, 日]	neg
[a, 走成, 12, 原油, 高位, 月, 横, 走势, 股会]	neg
[跑, 大阴, 杀跌]	neg
[长安汽车, 绩优, 绩优股, 高分, 潜力, 很大, 中盘]	pos
[股票, 减持, 补偿, 原始, 上市公司, 股东, 强烈要求]	neg
[零头, 没美股]	neg
[股票, 抛, 两会, 运动, 支持]	pos
[A股, 屁股, 剩, 走势, 美股]	neg
[回调, 更好, 上攻]	pos
[形势, 理由, 行情, 害怕, 时]	neg
[明天, 下午, 上午, 暴拉, 跳水]	neg
[风险, 说话, 数据, 大盘]	neg
[次新股, 新股, 说, 投资, 价值, 狂发]	pos
[RSI, 江志, 强弱, 指标, 方法, 技术指标]	neg
[明天, 走弱, 走强, 美元, 大盘, 一地, 今日, 鸡毛]	pos
[明天, 解释, 攻击, 点, 号角, 吹, 3300]	pos
[完蛋, 大盘]	neg
[稳定, 行情,  , 板块, 期间, 主线, 股市, 两会, 全球, 工地]	pos
[600076, 绩优股, 毛利率, 低价, 康欣新材, 高, 2017, 年报, 达]	pos
[明天, 理想, 击穿, 走势, 洗洗, 下周一, 健康, 回调]	pos
[两会, 填, 商坚块, 劵]	pos
[大势, 呛, 必亡, 而动, 逆]	neg
[股票, 收盘价, 幅度, 最低, 下跌]	neg
[竖有, 多长, 600880, 横有, 高]	pos
[区城, 002206, 海利, 标的, 底部, 不错]	pos
[炒作, 难见, 小盘股, 市盈率, 低]	neg
[质押, 公告日, 股票, 中, 数据, 股东]	pos
[ , 30, 获利, 应, 珍惜, 100, 向上, 接近]	pos
[一波, 杀, M, 双顶, 还会, 头, 不来, 结构]	neg
[不见, 位置, 不撒鹰, 兔子, 大盘, 结束, 高, 调整]	neg
[昨晚, 历史, 道琼斯, 指数, 21000, 高点, 美国, 点, 突破]	pos
[明天, 看涨]	pos
[更差, 最差]	neg
[形, 创业板, 平坦, 大方向, 向上, 3044, 支撑]	pos
[第一, 万科, 超越, 权重股, 深市, 控股, 顺丰]	neg
[股,  , 观察, 券商, 异动]	neg
[梦圆]	neg
[A股, 股, 惊人, 一幕, 买, 事件, 刚刚, 卖]	pos
[ , 阻力, 窄幅, 周五, 震荡, 支撑]	neg
[回落, 月, 短, 交易, 差机, 带来, 量化, 今日, 上证, 恐慌]	neg
[2300, 大盘, 深证, 不破, 见底, 底, 8000, 上证]	neg
[3215, 20, 30, 两档, 大盘, 日线, 3190, 短线, 支撑]	pos
[轻仓, 参与, 次新股, 创业板]	pos
[行情, 一句, 恢复, 未, 完, 春季, 明日, 说服, 止跌回升, 话]	neg
[上证指数, 级别, 加大, 调整]	pos
[已成, 将会, 下跌, 双顶, 上证指数, 级别, 中线]	neg
[狗, 涨, 垃圾, 跌成, 一点, 个股, 市场]	neg
[浮动, 点, 一百多]	neg
[越, 不屑, 越烂, 大盘]	neg
[股, 缩减, 跌跌, 加速, 新股, 不休, 旧股, 市值, 发行]	pos
[大跌]	neg
[3177, 目标]	pos
[话, 看空, 有句, 说, 百分之八十]	neg
[杀, 大盘, 破, 做, 反弹, 2500]	pos
[ , 人能, 手, 几十万, 挂单, 打开]	pos
[拉高, 日, 参考, 月, 无量, 卖点, 找]	neg
[ , 因素, 行情, 陨落, 机构, 两大, 压, 论市, 变数, 龙头, 突生]	pos
[A股, 20, 仓位, 30, 2000, 跌到, 点, 2800, 愿]	neg
[选择, 节奏, 逃是, 狗]	neg
[机构, 买, 小散, 撤]	neg
[3228.66, 27, 日, 月, 最低点, 说, 今日, 收盘价]	pos
[收盘, 明天, 3333, 点]	pos
[之力, 以用, 洪荒]	neg
[阳线, 均线, 确认, 上涨, 穿, 收根, 十日, 五日, 线]	pos
[常盈, 研报, 每日, 20170302]	neg
[月, 三月, 调整, 背离, 大盘]	pos
[缺乏, 生机, 新股, 大提速, 创, 发行, 重创]	pos
[期货, 明天, 国家, 涨跌, 股指]	pos
[A股, 明天, 平静, 今晚, 暴跌, 期货市场]	neg
[大涨,  , 股市, 买房, 数量]	pos
[股票, 美国, 总统, 买, 说, 好像, 时刻, 金融危机]	pos
[攻击, 行情, 二波, 展开, 春季]	pos
[ , 选, 股票, 交款, 即可, 涨跌, 中签]	neg
[明天, 股指, 如虎添翼, 助跌, 期货, 国家队]	pos
[!, 急, 跌]	neg
[双头, 3264, 3301]	neg
[17, 上半年, 排除, 高点, 3264, 点, 年]	pos
[ , 因素, 利空, 江志, 小心, 迎来, 波, 三大, 油价, 剧烈]	neg
[太高, 百亿, 狗屎, 估值, 上市, 市值, 市场, 几十亿]	neg
[冲顶, 跌, 效应, 强势股, 扩散, 加速, 逢会]	neg
[概率, 结束, 尚未, 股指, 深调, 跌破, 反弹, 3044]	neg
[A股, 涨, 不让, 说]	pos
[A股,  , 晚, 全景, 结论]	neg
[凤舞, 九天, faded]	neg
[行情, 春雨, 陨落, 三月, 突生, 霖霖, 不停, 变数, 龙头, 阳春]	pos
[A股, 涨, 不让, 全球]	pos
[ , 徐翔, 喝酒, 温州, 帮, 混]	neg
[绩优, 养老金, 求, 盘小, 湘, 抄底, 油泵]	pos
[影响, 外围, 受]	neg
[分析, 今日]	pos
[分析, 情况, 大盘]	neg
[癫三, 美帝]	neg
[ , 10, 股票, 收益, 倍, 市盈率, 滚存, 高, 稳健, 利润]	pos
[草根, 真难, 做个, 站长]	neg
[中规中矩,  , 易失, 原形毕露, 鬼迷心窍, 神威, 慢牛式, 显]	neg
[主调, 脱虚向实, 减持, 这是]	neg
[大便, 妈, 顶背离, 跌, 月线]	neg
[明天, 阴跌, 大笑, 胜利]	neg
[C, 浪会, 盘口, 浪, 千点, 暴跌, 失败, 告诉, 我大, 老师]	neg
[一财, !, 乔蓉]	neg
[明天, 依然, 20, 踩, 阴小阳, 大盘, 日线, 回]	pos
[开征, 房产税]	neg
[期货, 害人, 股指, 别忘了]	pos
[短震, 直播, 敏感期, 3.3]	neg
[A股, 股市, 反, 外围, 大跌, 大涨]	neg
[情绪, 中, 蔓延, 四天, 两巨阴, 恐慌]	neg
[庄家, K, 明白, 线]	neg
[哀,  ]	neg
[精神, 无畏, 目标, 炒股, 坚强, 意志]	pos
[期货, 明天, 爆仓, 做空要]	pos
[根, 明天, 说不定, 中阳]	pos
[卖股, 股市, 亏了, 消户, 无语, 中国, 面对]	neg
[钱, 不跌, 新股, 发行, 打水漂]	neg
[买, 江阴, 银行]	pos
[原始股, 低廉, 国外, 有没有, 妈, 实在]	neg
[股, 同价, 非同, 大小, 实行, 发行, 上市]	neg
[退市,  , 办法, 实在, 新股, 多发]	neg
[明天, 饿死, 撑死, 必大涨, 胆大, 胆小]	pos
[高送, 羊毛出在羊身上]	neg
[清仓]	neg
[短中线, 参考, 周五, 3.2, 操作, 淘金]	neg
[方向, 明天, 关键, 大盘]	pos
[大能, 击穿, 3223, 量]	neg
[没破位]	neg
[炒烂股,  , 妖风, 大吹, 高价股]	neg
[叉, 已死, MacD, 深度, 不可避免, 调整]	neg
[算了, 赚, 搞来搞去, 几块钱]	neg
[碰南, 始终, 人定胜天, 建国, 年, 70, 明白]	neg
[调整, 老九, 明日, 震荡, 预计]	neg
[明天, 开盘, 涨停, 300596]	pos
[酒瓶, 早晚, 兑水, 里, 越兑, 发, 新股, 完, 不停, 越稀]	neg
[A股, 困难, TM, 市场, 全球, 市真, 丢人]	pos
[亏大, 股票, 丢人现眼]	neg
[历史, 道琼斯, 指数, 走出, 创出, 新高, 美国, 惊天地, 一拨]	pos
[新闻, 请问]	neg
[掌控, 不准, 日, 预测, 指数, 月, 想, 最准, 难]	neg
[今日, 解析, 大盘]	pos
[无数, 割肉, 600678]	neg
[无限, 调整, 时间, 延长]	pos
[重演, 历史, 做, 双重, 顶]	neg
[小幅, 走势, 大盘, 走, 昨天, 说, 震荡]	neg
[唱唱, 钱, 唱空]	neg
[熊, 世界]	neg
[资本, 推到, 实体, ....., 系, 市场, 重来论]	neg
[逃]	neg
[明天, 满仓, 赌, 这根, 阳, 明日, 收, 今日, 大盘, 3255]	pos
[中规中矩, 难赚, 原形毕露, 鬼迷心窍, 神威, 慢牛式, 显]	neg
[老美跌, 美股, 节奏, 涨时, 时, 跟不上, 死]	neg
[收盘, 回调, 冲高, 大盘]	neg
[李大宵, 李教授, 说话, 调整, 有限]	neg
[各位朋友]	neg
[不知, 站上, 大笑, 明日, 3140, 空头]	neg
[辈出, 不知, 喊空, 牛股, 抛弃, 不穷]	neg
[不用, 研发, 钱, 质量, 产品, 企业, 搞]	neg
[央改, 000883, 湖北, 低估, 献花, 2017, 热点, 黑马]	pos
[　, 报, 涨停, 精达,  , 四牛, 提示, 周四, 一字, 今日, 股份]	pos
[十字星, 天机不可, 周线, 明天, 收小阳, 收, 泄露, 上证]	pos
[ , 日, 回落, 周四, 月, 冲高, 点评, 大盘, 3.2, 收盘]	neg
[画线, 技术, 超一流]	neg
[定局, 回落, 震荡]	neg
[厉害, 太, 大中华]	neg
[预测, 指数, 买点, 下跌, 上证, 黄金]	neg
[好开心]	neg
[救到, 股市, 什, 望能, 入场, 中国, 精神病院]	neg
[资讯, 港澳, 打非]	neg
[资讯, 时间, 信息, 第一, 准确]	pos
[真没想到, 急, 作业, 数学, 刚写, 时]	neg
[ , 万亿, 股票, 实体, 买, 输, 65, 中国, 投资]	pos
[赞]	pos
[方向, 月, 低头, 龙, 指明]	neg
[发着, 玩死, 执着]	neg
[调整, 回调, 小右底, 做个, 3200]	neg
[股市, 大好, 一遍, 摇摇摆摆, 上市公司, 全球股市, 中国]	neg
[进发, 点位, 机构, 3120, 大盘, 3000, 点, 资金]	pos
[ , 000010, 爆发, 超级, 新龙头, PPP, 美丽, 生态]	pos
[明天, 12, 日, 月, 走势, 复制]	pos
[杀伤力, 顶, M, 大盘]	neg
[股, 行情, 分化, 持续, 指南针, 二八, 股海, 访谈]	neg
[三板, 小哥, 头皮, 转板, 想一想, 多新, 发麻]	neg
[股神]	neg
[该股, 明日, 拉升]	pos
[股市, 只能靠, 中, 新股, 感觉, 赚钱]	neg
[明日, 走势]	neg
[行情, 轮流, 四季, 股市, 一年到头, 绿油油, 盼, 奇葩]	neg
[低开, 明日, 跳水, 走, 无疑, 夹, 两阴, 低, 两阳]	neg
[点, 不远, 破, 3000]	neg
[行情, 简约, 前, 一贯, 两会, 简单, 风格]	pos
[3215,  , 本次, 区间, 短期, 回调, 3175, 支撑, 构筑]	neg
[分析,  , 01, 03, 贪, 大盘, 必胜, 戒, 跟踪, 2017, 上证]	pos
[分析, 尾盘, 集体,  , 指, 10, 丨, 沪, 跳水, 日线, 守, 收盘, 热门股, 杀]	neg
[风光, 无限, 抢走, 特狼, 机会]	pos
[短期, 识别, 信号, 绝招, 调整]	neg
[阴线, 困惑, 有限, 区区, 空间, 一根, 调整]	neg
[ , 死, 外国人, 喜欢, 珠穆朗玛峰]	neg
[市, 勤快, 二极管, 快乐, 震荡, 教, 一招, 做]	neg
[大冷, 值得, 000530, 关注, 股份]	pos
[A股,  , 再迎, 前景, 激辩, 攻势, 春季, 前夕, 两会, 多空, 调整]	pos
[做, 标题]	neg
[狗屎]	neg
[绵绵, 跌势, 语]	neg
[A股, 道琼斯, 21000, 啥时候, 站稳, 3300]	pos
[ , 几天, 短兵, 失守, 短线, 生命线]	neg
[升时, 病, 兵败如山倒, 跌, 抽丝, 中国]	neg
[多跌, 无妨, 新股, 能发, 大盘]	neg
[空头,  , 爆仓, 做]	neg
[上方, 阻力, 持仓, 谨慎, 买入, 操作, 应以, 减仓, 3300]	pos
[牛, 美国]	neg
[ , 创新, 外国人, 登顶, 套, 胆大, 高]	neg
[ , 股市, 利好, 正面, 大盘, 做出, 数据, PMI]	pos
[爹, 娘]	neg
[A股, 道琼斯, 21000, 美股, 多点, 咱大, 扶不起]	neg
