read_count	comment_count	title	author	release_date
1625	2	赶紧上船	中船集团	01-04
1605	2	哈哈，还是钢构好，买就要买龙头，船船不行了	李德石头	01-04
580	0	又上船了	山东威海网友	01-04
632	0	航母振国威，股价拖后腿！能不能雄一下呀？	六尺巷4	01-04
2168	0	中国船舶	承运投资王伟	01-04
751	1	影视公司转型升级的“慈文路径”丨专访马中骏 2	无所谓1234	01-04
6404	1	中国船舶(600150)融资融券信息(01-03)	中国船舶资讯	01-04
1189	0	你必须要了解的讯息！	股友N5nlQK	01-04
8870	19	这股马上ST了，一个个还想做梦发财	翱笑	01-03
1498	1	挖掘涨停的机会来了！	股友q9GLSU	01-03
896	0	冲高囬落	股友F439W0	01-03
934	0	明天回调至28.20	股友vXgNHG	01-03
894	0	加仓正当时	河虾炒韭菜	01-03
839	0	吧里疯子 托不少啊	耐力小蜗牛	01-03
10988	6	中国船舶：在我国海洋军事方面一定是一个中流砥	lixingtouzi	01-03
6831	3	武昌船舶重工有限责任公司隶属于中国船舶重工集	大宝童谣	01-03
8983	14	豪华邮轮就要入注600150	中船集团	01-03
6217	5	据港媒报道：第二艘航母在江南造船厂开建	大云山林海	01-03
919	0	今天墨迹一天没有上周五尾盘半小时跌的多	辽宁大连手机网友	01-03
3592	3	换成钢构了，不知道对不对，三天后再看，感觉，	山西太原网友	01-03
2015	0	新年的第一天航母编队舰起飞训练 场景非常雄伟	广东东莞网友	01-03
1521	0	原来在中船和黑豹之间选了中船，哎....虽然有盈	soloFLY	01-03
5865	4	凭直觉明天到后天会有6-7个点的涨幅，上不去考	soloFLY	01-03
3601	0	回调结束，这波可看高到33-35	亦风逸影	01-03
2945	0	尾盘净流入7万，一天净流入7万，求能涨多少？	chanwha168	01-03
3489	1	今天止跌就不错了，下跌趋势已经又变回上升趋势	中船集团	01-03
723	0	明天继续下跌	43215678	01-03
1906	4	最后十分钟秒软	广东深圳网友	01-03
4037	8	今天要不是大盘和军工，此辣鸡主力又会绿	广东东莞网友	01-03
1178	1	操盘的是不是座，活儿太细了，看得我都受不了	重庆网友	01-03
612	0	尾盘得涨一下	辽宁大连网友	01-03
609	0	太弱！	六尺巷4	01-03
955	1	二点半又来了	广东深圳网友	01-03
1195	2	弱庄	争夕追梦	01-03
2625	4	唉！主力太弱了，我换钢构了。	李德石头	01-03
698	0	连重工都涨不过	河北石家庄网友	01-03
3880	4	不会重蹈周五覆辙	亦风逸影	01-03
803	0	今天停牌	北京手机网友	01-03
2004	2	主力就是杂种，出尼玛的和	一剑封喉89883	01-03
1463	9	每天下午就不行了	异人007	01-03
827	0	我看好中长线	沃油大几把	01-03
3442	3	中船重工签约江西军民融合产品•技术•资本合作	航天整体上市	01-03
4827	8	缺钱！少金！我要吸金！大家准备好金！我要吸了	小资紫紫	01-03
908	0	上涨趋势未改变，有的持有。没有的可接入！	方阀	01-03
910	0	10年前300元还要等260年再能回到300元走了不玩	东方41697	01-03
876	0	就是不在30上徘徊，在30下走了多少天了，亏的不	北京手机网友	01-03
2498	2	哎，走了，赔了一套房子80万呀80万，临走之前想	股友qIAetC	01-03
1691	1	41买的，哎，贷款亏进去了，怎么办来	股友qIAetC	01-03
778	0	可以考虑丅一下，尾盘收回	畅达纵逸	01-03
706	0	今天上午也就这样了，下午可能又要打回原形了。	辽宁大连网友	01-03
631	0	有点弱，今天会如何？	争夕追梦	01-03
1467	1	牛来了 西部大开发 宁夏建材600449 国改龙头 与	龙马并行	01-03
620	0	养老金是不是要赶紧打绝呀	股友6kODCH	01-03
3582	6	混改的股票，说不定哪天就停牌了，	异人007	01-03
12916	21	留给主力吸筹的日子不多了	捕捉呻吟的蚊子	01-03
765	0	哪个儍比机构在抛，艹尼玛的这价格有意思？	山西晋中手机网友	01-03
576	0	我的船長我的船，乖风破浪永向前。	辽宁大连手机网友	01-03
620	0	今天升2%以上。	广东广州手机网友	01-03
5420	5	黄金分割，目标价35.5	广东广州手机网友	01-03
833	0	黄金切割算出来中国船舶目标价35.5	广东广州手机网友	01-03
1460	0	白药跌三天，甩下多少人，混改从组，	时尚老登	01-03
1472	1	跌不多少不要怕，中期向上，想做T收盘前也得买	时尚老登	01-03
679	0	恶意做空，罚！！！	河北手机网友	01-02
550	0	恶意做空	河北手机网友	01-02
4461	8	27.51回来了	米米凤凰	01-02
802	0	26.5可不可以接盘？在跌应该也跌不了多少了吧。	稳当第一不追高	01-02
1378	1	哈27.50	米米凤凰	01-02
23781	18	中国船舶的目标价位及操作计划！	阿弥陀佛慈...	01-02
1585	0	中国船舶的目标价位及操作计划！ 目标价位：100	阿弥陀佛慈...	01-02
1558	0	姜文：中国航母比美国多一倍啥都好聊 光IP有个	股友qIAetC	01-02
839	0	沉尸了	吉林长春手机网友	01-02
1111	0	分时低位震荡型涨停	股友TLZROT	01-02
1467	0	沪深交易所完善上市公司扶贫信息披露 体现三项	股友GxCdBS	01-02
823	0	阉割胡萝卜干！！！	河北手机网友	01-02
1599	0	形势明朗，中线向上格局不变2	飞悲凉天高温艰	01-02
2821	2	凡是再拿500亿基金说事顶帖的人，都是托，尤其	还是那片天	01-02
1317	0	要启航了？大家快来看看	n129710657	01-02
989	0	[大笑][大笑][大笑]	烧根火1	01-02
1020	0	你必须要了解的讯息！	n126147787	01-02
1355	0	形势明朗，中线向上格局不变1	纳飘散美好	01-02
1156	0	明天是否是一场狂欢？拭目以待	n121796177	01-02
2596	1	大行情开启！买入此龙头	n127582176	01-02
4577	4	前后夹击！不信不胀！	小资紫紫	01-02
1121	0	养虎为患！！！！！！	河北手机网友	01-01
1226	0	空头排列，需要调整。中线看好	中国手机网友	01-01
1098	0	查一下	河北手机网友	01-01
2849	0	持股的朋友吗，放心拿票，自己设好止损点，突破	镜花水月终究无	01-01
1823	2	何况大盘方向不明	乌上侵乌畅鹰	01-01
1265	1	高位套了那么多，谁会拉上去为他们解套	股友qedfpq	01-01
1190	0	逢低进，抛物线投资法则。	卜坊公卜绕担	01-01
2457	2	准备下周一二低点分批进	臧怒照49866...	01-01
1141	0	周一低开短期反弹 逢高减持注意仓位	股友verfpf	01-01
1020	0	目前的筹码还没有血腥味，不要捡。	好汇燥07	01-01
1567	0	没想到几乎卖到最高点，尾盘的杀跌应该是明显的	蠢深崖03	01-01
2822	2	何时见底？	路涉衔kindym	01-01
1176	0	看到这艘船这样，不知道是不是好事？	冻枯解07	01-01
3615	5	25块左右可以上	冻枯解07	01-01
885	0	当想买股票的时候，就想想我们大盘	股友qedfpq	01-01
1247	0	看长下影线的红十字星为准。	卜坊公卜绕担	01-01
2083	1	我对中国船舶还是非常看好。	臧怒照49866...	01-01
1007	0	再多的故事也要过节后才想听	臧怒照49866...	01-01
1807	1	我们为何要买这股，分红高吗？5元都不值得。	股友verfpf	01-01
833	0	可以少量参与000587	好汇燥07	01-01
1025	0	重要的地方银行新股都发完了，接下来会怎样？	蠢深崖03	01-01
1118	0	没事，回到年线探望一下会继续往上走的	深水潜伏虾	01-01
3663	2	周二低开低走会打到26.5然后反弹一下，继续下探	山西太原手机网友	01-01
1412	0	27是压力点，27.1接起最佳点	稳当第一不追高	01-01
1911	0	船！新年了！希望第一天来个大阳棒？雄起！	小资紫紫	01-01
1134	0	还有一波行情。	安徽阜阳手机网友	01-01
282145	953	首批养老金权益类组合有望本周打款 最快将在本	财经评论	02-19
76956	320	四大报论再融资新政：维护中小股东利益 长期利	财经评论	02-20
62606	46	刘士余这一年：“刘氏语”频刷屏 加强投资者保	财经评论	02-20
73328	155	新规重塑融资格局：定增收紧壳股承压 两万亿再	财经评论	02-20
1108503	683	证监会2月17日核发IPO批文 12家企业筹资不超过5	财经评论	02-17
381886600	3713	1分钟开户，送1年Level-2极速行情！报名实盘大	东方财富网	06-15
17868	7	并购重组股遭遇机构用脚投票	财经评论	02-20
64142	11	涨停板预测：50只股票或涨停 附重大利好消息一	财经评论	02-20
85410	20	龙头股复盘：明显的增量资金行情	橘子洲头吃橘子	02-19
47733	24	再融资新规让金融圈集体加班！200多只股票或受	财经评论	02-19
2918	4	节后行情发展逻辑及后市预判	Paul1992	02-20
26292	6	业绩重组购并 才是资金关注重点	财经评论	02-20
2041	0	第一只市场合力打造的新妖股--太阳鸟	爱你爱到遍...	02-20
110001	33	军民融合政策红利陆续兑现 “民参军”主线最容	财经评论	02-18
65252	13	复盘：沪指险守3200点 狙击47只涨停股（名单）	财经评论	02-17
26037384	21098	  百万本金撬动百万收益！来了才知道赚不赚钱！	东方财富网	02-17
1	0	连亚星锚键也不如？	一切随风飘飘飘	02-20
4	0	惨了我	无为无欲无感	02-20
4	0	死人了 死人了	次新横行	02-20
12	0	又开始撕X了	拖狗终结者	02-20
104	0	一跌都不分析了？之前不可爱研究新规对重组有没	股友urs1kd	02-20
71	0	这是军民融合的龙头吗？	天籁之音784	02-20
105	0	剩下机会不多了，机会不多了	木易淼良	02-20
118	0	20.6的金牌哨兵给大家站岗了，大家加油	Acgo葱哥	02-20
288	1	不顾一切在砸盘 主力凶残[大笑][大笑][大笑]	老狠吃嫩草	02-20
84	0	要涨停还是跌停，主力	闷声买股	02-20
181	0	按最新融资规定，太阳鸟怕也难以批准	寂静之路	02-20
134	0	别担心，坚持就是胜利，主力洗盘，坚持还有涨停	山东济南手机网友	02-20
96	0	今天还会涨停的，主力说了	山东济南手机网友	02-20
92	0	老乡，过来抬轿吧	山东济南手机网友	02-20
302	0	太阳鸟不是融资的问题，而是操纵资本，倒腾国资	陕西渭南手机网友	02-20
364	0	按照目前的情况，12亿的配套资金肯定是不可能批	redboatcan	02-20
1177	8	买	国家队创始人	02-20
144	0	快跑吧，小散，不然又被狗曰的黑了	陕西渭南手机网友	02-20
107	0	关注300589	广东手机网友	02-20
52	0	300589	广东手机网友	02-20
147	0	今天是涨停还是调整？	江西萍乡手机网友	02-20
178	0	涨的霸气.赞一个	买就买龙头	02-20
592	1	留意柘中股份、尤洛卡、湖南投资、珠海港 周五	资金龙头一哥3	02-20
841	0	强烈要求太阳鸟停牌！再融资新规让金融圈集体加	股友24ofNu	02-20
1922	1	明天跌停了，刚提出方案碰到再融资新政	欧耶你	02-19
1120	0	今天没消息，证明太阳鸟并购重组没问题了！	东财股友	02-19
1330	0	太阳鸟空中中枪跌落	BSC2016	02-19
769	0	看看老狐狸	实战大户	02-19
688	0	来看看红周刊诸法空相这个垃圾水平，很明显没有	实战大户	02-19
2452	9	红周刊:诸法空相 2014年12月27写了欧比特，然后	实战大户	02-19
716	0	军民融合——是今年大方针，是政策，是形势！	实战大户	02-19
2639	3	大股东购买资产势在必得，再融资新规奈我何？	慎独2013	02-19
2882	3	24.99元一定会见到。	花姐带你炒...	02-19
584	0	海洋游艇部队，快速机动。	一带一路军...	02-19
1862	1	明天涨停关注:尤洛卡 吉大通信 明天低吸关注:太	流光ts	02-19
2063	4	都可爱装大神了，本来要连5板的节奏，让你们一b	股友urs1kd	02-19
1572	2	参考应流股份，终止	欧耶你	02-19
1359	1	良心远见公司	慎独2013	02-19
2290	4	明天应该停牌！说明太阳鸟高溢价并购背后存国有	股友24ofNu	02-19
1124	1	特大利好 配套融资缩小到20 承诺业绩不变 固本	寧23077	02-19
6006	11	太阳鸟：不要杞人忧天，继续连板无疑！	期货0yye	02-19
1230	0	太阳鸟，我们还是有机会的！	分析天水市	02-19
3207	177	太阳鸟，这样的趋势，要落袋为安吗？还是有机会	kd300059	02-19
5915	13	周五跑的机构肯定提前得到消息了：太阳鸟高溢价	股友24ofNu	02-19
4924	124	太阳鸟 一鸣惊天，似目以待 上涨目标价位！龙头	Zyh4127	02-19
1103	1	君子不立危墙之下。	河南开封手机网友	02-19
3988	7	[增持评级]太阳鸟(300123)：进军军工电子 军民	慎独2013	02-19
1438	1	问题七：对于已经披露增发预案的企业，它还没有	实战大户	02-19
2283	3	有『私募』与证券市场红周刊勾结，写水稿，为的	实战大户	02-19
1113	1	购买资产也不能超过总股本百分之二十	欧耶你	02-19
7568	26	明天跌停	CaoPanShou	02-19
1755	0	9月28日晚间上市公司利好消息一览	财经评论	09-28
1980	2	散户必看炒股格言，现金策略！     孙子云：先	股道十年	02-19
1829	1	从新规则看，太阳鸟重组必定失败。	与庒供舞	02-19
4349	7	评红周刊文	股友gJkrNf	02-19
761	0	不要想太多啦，二十四小时后见分晓	春晚883d77	02-19
2471	3	自己看吧	股友JAZ4wb	02-19
1270	0	周一停牌	更深的蓝888	02-19
3294	5	证券市场红周刊那个SB写了篇利空咋办呀	凯旋归来7	02-19
22320	43	太阳鸟高溢价并购背后存国有资产流失之痛	太阳鸟资讯	02-19
1158	0	18个月   18个月	义哥老师	02-19
7979	11	太阳鸟：新规其实是特大利好，详解如下！	期货0yye	02-18
5742	5	请问有谁知道公司发行股要过会了吗？如果沒有按	终于中一签	02-18
2406	1	和当初华中数控如出一辙！	河北石家庄手机网友	02-18
2949	3	都别吵了	拖狗终结者	02-18
3873	2	特大利好啊！证监会新规指定了上市公司以后融资	我想挣点小小钱	02-18
2928	4	只想告诉那些打了鸡血般上蹿下跳的唱空者一句话	上海手机网友	02-18
1063	0	亚光股权已经过户了	上海手机网友	02-18
3056	3	高，要么高价发行，要么取消低价发行。对中小股	一切随风飘飘飘	02-18
1884	1	太阳鸟剑指2月妖王---所有规定都符合	逻辑玩股	02-18
2991	3	证监会：并购重组定价规则不变 配套融资定价按	一切随风飘飘飘	02-18
4429	6	太阳鸟-牛逼 -修订案里专门制定了配套融资应急	逻辑玩股	02-18
896	0	好事，提高配套融资价，取消了低价配套融资也好	一切随风飘飘飘	02-18
4714	8	太阳鸟  配套融资未能实施的补救措施	逻辑玩股	02-18
9092	19	证监会：重组配套融资部分按新规执行	重组6543	02-18
1505	1	证监会：重组配套融资部分按新规执行	天天25373	02-18
859	1	两会前积极防御，首选“错杀”低价高送转为宜	蓄久必发速	02-18
1981	2	重组有条件通过:只能发行6000万（20 %),发行价1	wzdwzg	02-18
4580	7	太阳鸟变死鸟 ，去看看 重大资产重组里面也是非	重组6543	02-18
1828	2	可惜是小游资 不然还有两个一字板	老狠吃嫩草	02-18
2178	2	融资新归。利 好  利弊相关上市公司。	短线是金wq	02-18
3815	3	问董秘	上海网友	02-18
3075	3	问董秘	上海网友	02-17
4381	4	问董秘	上海网友	02-17
1379	1	此鸟要向太阳飞去	一切随风飘飘飘	02-18
3653	10	老资格小散提醒 看新规总则第六条，这个是上市	老懵头_路虎	02-18
2473	3	太阳鸟周一继续涨停！！本人涨停板抢入1000股！	股友ArNgH5	02-18
2268	4	分析：周五并未出现明星席位。结合周四周五买入	实战大户	02-18
1708	1	小鸟股们，放心抓着！	东财股友	02-18
3948	9	大家预测下周一走势！天通散仔滚！	东财股友	02-18
1824	1	证监会对《上市公司非公开发行股票实施细则》部	股友24ofNu	02-18
1263	1	我疯狂我疯狂。	墨龙主力	02-18
4373	10	新规出台太快，公司行动太慢，方案报出去没有？	股友24ofNu	02-18
1170	1	下周金股爱司凯，超级小盘绩优股9.6亿，业绩持	股市菜鸟aaaa	02-18
1114	1	下周金股推荐：爱司凯，超级小盘绩优股9.6亿，	股市菜鸟aaaa	02-18
1141	1	下周金股爱司凯：2016年业绩持续增长，超级小盘	股市菜鸟aaaa	02-18
1709	0	一瞬间跌停板机构大大出货一瞬间跌停板	广东广州网友	02-14
3379	5	21世纪经济报道记者了解到，此次新规调整将实现	春晚883d77	02-18
1251	1	其实厉害的股神是楚庄王，几千年前就预见了，楚	上海手机网友	02-18
706	0	楚有小鸟，三年不飞，三年不鸣，一飞冲天，一鸣	上海手机网友	02-18
2831	2	再融资新规出台，300123算是搭上最后一班车吗	春晚883d77	02-18
2096	1	远超20%，收购资产额也超出公司原净值了。 不是	北京手机网友	02-18
916	0	次新股票：容大感光 才8.48亿的流通市值4444444	价值决定价格哦	02-18
19879	7	主力抢抓热点 力争速战速决	财经评论	02-18
868	0	666	找工作1乔巴...	02-18
4931	5	再融资新规注定本次重组泡汤!!!!!!!!周一跌停板	甘肃兰州网友	02-17
6153	7	重大资产重组按老规	一切随风飘飘飘	02-17
3197	1	第3个板了，看看股评里的人还是不多，8层概率成	股友urs1kd	02-17
25803	19	谁来接力张家港行、天山股份？这个猜想很大胆！	语神子	02-17
1258	1	支持支持	QC601600	02-17
2769	4	太阳鸟扛起军民混改大旗，NB!	G点时刻	02-17
2606	2	高手们太阳鸟还能有几个涨停？	baby喜气羊羊	02-17
3701	3	周一关注：柘中股份、湖南投资 今天可能部分人	追星子平台5	02-17
927	0	鸟挺好玩的[大笑][大笑][大笑]	老狠吃嫩草	02-17
11392	21	太阳鸟公司拟收购亚光电子的股权,作价334,200万	专炒第一个...	02-17
2437	1	求解	股友853kg2	02-17
8827	13	今天被吓出，好郁闷！星期一不知还会不会涨停？	终于中一签	02-17
1940	0	0217	财经评论	02-17
11252	20	证监会刚发布了定增新规，如果用新规来判定的话	国定路777	02-17
1528	0	太阳鸟 一鸣惊天，似目以待 上涨目标价位！龙头	bluyolq	02-17
3244	2	仔细研究了一下亚光电子和太阳鸟，发现他们是绝	北京网友	02-17
65252	13	复盘：沪指险守3200点 狙击47只涨停股（名单）	财经评论	02-17
34511	23	太阳鸟(300123)龙虎榜数据(02-17)	太阳鸟资讯	02-17
7467	2	两市低位横盘震荡 布局热门基金把握低吸良机	财经评论	02-17
826	0	这个鸟飞得这么高，周一能枪打出头鸟吗？	麦格理资本	02-17
58770	11	追踪短线强势股 73股均线多头排列	财经评论	02-17
2305	1	游艇+（『亚光电子』）军工概念双双组合！ 两年	实战大户	02-17
2644	5	创业板破1900了，接下来是1700见，此时不卖更待	河南安阳网友	02-17
863	0	目前场外资金1.2亿元？？？？	实战大户	02-17
760	0	假如没重组，这个股不值钱？	实战大户	02-17
3179	3	跳水了，今天机构大卖 ，明天一字跌停	河南安阳网友	02-17
649	0	假如没重组，这个股值多少钱	实战大户	02-17
697	0	假如没重组，没涨停！这个股也值20元？？？？？	实战大户	02-17
1461	0	操你吗，明天砸跌停，把封涨停这么帮人弄死在跌	河南安阳网友	02-17
986	0	主力资金大量流入三亿三千万。还有三个涨停。[	小有成就2	02-17
643	0	开板呀买少了	一切随风飘飘飘	02-17
972	0	操你吗，买了就在涨停后面加单，一有抛单就加单	河南安阳网友	02-17
4034	5	天龙吸水，完美，下周一字板	春晚883d77	02-17
561	0	唱多肯定跌	股票是用来...	02-17
881	0	太阳鸟的同志们来看看	美国网友	02-17
928	1	宏图高科，宏图高科，宏图高科，匡时拍卖12亿需	股市牛股1	02-17
595	0	下午开板!	股票是用来...	02-17
620	0	红日药业300006价5.32元超跌，业绩优可关注	经股学	02-17
1631	1	今天居然打开了，不要紧，明天还有一个板[微笑]	小猴子高跟鞋	02-17
833	0	300123平均成本都在十四五！不涨都难	实战大户	02-17
1834	0	问董秘	上海网友	02-17
3132	5	今天开板不知道明天怎样	陆文静1	02-17
883	0	完美图形，和青龙管业一打前期打压横多年爆发。	华尔街老亨	02-17
54704	12	追踪短线强势股 78股均线多头排列	财经评论	02-17
46614	6	放量上涨 今日132股量比超过3	财经评论	02-17
1366	0	昨日买入的有华鑫上海莘庄营业部1827万，华泰南	实战大户	02-17
650	0	主力做多坚决，还有三个涨停。必须拿住股票[献	小有成就2	02-17
766	1	至少五个涨停，赚大了[赚大了][赚大了]	山东济南手机网友	02-17
666	0	主力资金大量流入三亿两千万。[赞][赞][赞][赞]	小有成就2	02-17
4960	6	黑豹（600760）第二，舰载机概念+航母概念	广东深圳网友	02-17
684	0	开板以后确实进来不少人，不像之前几个月都没什	股友urs1kd	02-17
559	0	小心主力诱多发牌	看老杨给不给力	02-17
485	0	傻逼再卖[大笑][大笑][大笑][大笑][大笑][大笑]	小有成就2	02-17
520	0	大家坚决要拿好股票，还有三个涨停！[大笑][大	小有成就2	02-17
3032	4	看60分钟技术指标到位，下午会打开涨停	看老杨给不给力	02-17
556	1	换庄了	拖狗终结者	02-17
575	0	300123三涨停	佳豪佳豪好	02-17
569	0	今天卖的都是傻子，就和昨天卖的一样傻逼。[大	小有成就2	02-17
581	0	太阳鸟33亿并购成功。[爱心][爱心][爱心][爱心]	小有成就2	02-17
1658	1	历史新高	强者只追涨停股	02-17
459	0	主力封板坚决[献花][献花][献花][献花][献花][	小有成就2	02-17
1034	1	主力资金大量加仓，明天继续一字板！[献花][献	小有成就2	02-17
389	0	宏图高科，大股东12亿要买票！	股市牛股1	02-17
512	0	揣摩，涨停板洗盘	实战大户	02-17
409	0	主力资金大量加仓[献花][献花][献花][献花][献	小有成就2	02-17
1032	1	放心持有吧，今天放量，在封住就是有3必有5了，	股友urs1kd	02-17
397	0	主力资金大量流入四个亿[献花][献花][献花][献	小有成就2	02-17
350	0	今天必涨停[献花][献花][献花][献花][献花][献	小有成就2	02-17
374	0	主力资金大量流入[献花][献花][献花][献花][献	小有成就2	02-17
432	0	军工，海工，第一300008业绩翻信前期调整到位，	股友k9ZCgO	02-17
6990	9	今天没想到给机会让我买入了，还没有那个股介入	北国风光11	02-17
3572	4	谢谢今天20.08元涨停给了放量参与机会。	游击战士汤巴索	02-17
2066	2	请教各位股神，听说亚光电子的上级主管部门叫停	广东深圳网友	02-17
3702	5	都是散户买单当心	一切随风飘飘飘	02-17
342	0	广西概念股龙头 皇氏集团002329 广西400亿看好	tianskille	02-17
393	0	买不到太阳鸟，就买300589	中国手机网友	02-17
12998	2	大盘反弹 机构减持	财经评论	02-17
1819	1	独家：多项军民融合重磅政策将出台 军工改革再	河南郑州手机网友	02-17
1897	0	太阳鸟：军民融合，未来的巨人企业，10个板	上海网友	02-16
17472	6	24股每笔成交量增超50%	财经评论	02-16
2525	0	最后一条，爱看的好好看看，不要被一些有心思的	股友urs1kd	02-16
638	0	几千万是好事是坏事	积恋锄晶	02-16
480	0	不可能是见顶价。	子茹膝	02-16
4300	1	太阳鸟重组PE估值测算	陕西西安网友	02-16
19121	7	太阳鸟:关于公司股票交易异常波动的公告	太阳鸟资讯	02-16
1735	0	0216	财经评论	02-16
3230	2	天通投资亚光，两天浮盈2.6亿，给老潘点赞！	北京网友	02-16
1519	0	0216	财经评论	02-16
23384	9	资源股强势爆发 跟热门基金抢反弹	财经评论	02-16
6742	5	4000W封了涨停板，成交只有半个点，不是筹码高	股市菜鸟小新	02-16
2406	1	三机构跑了几千万是好事是坏事	河北石家庄网友	02-16
22301	8	太阳鸟(300123)龙虎榜数据(02-16)	太阳鸟资讯	02-16
2027	2	400倍市盈率，是比谁开板跑得快的节奏	忠于人民币	02-16
879	0	明天有可能开板，但不可能是见顶价。	广东手机网友	02-16
6132	6	都别瞎BB了，明天就算开板也不卖，四通重组失败	股友urs1kd	02-16
1465	1	明天开板	广东深圳手机网友	02-16
2212	1	自己看吧	拖狗终结者	02-16
942	0	太阳鸟是既当了婊子又立了牌坊	陕西西安手机网友	02-16
2048	2	小散下午可能开板	一切随风飘飘飘	02-16
821	0	不用多说：挂单挂单	彰显王者	02-16
723	0	中午有可能开板了。	广东梅州手机网友	02-16
850	1	《寻友：联手抄底 南玻A 000012 下午必飚涨停！	股神2118	02-16
5710	5	到底什么情况，怎么一下出了这么多	陆文静1	02-16
3263	3	刚才有人想砸开，瞬间被吃掉了	浪花2008	02-16
767	0	军工海工龙头300008业绩大增各项优秀，机构大量	股友k9ZCgO	02-16
2955	3	明天就要触及历史新高了，也是量最大的台阶，很	股友urs1kd	02-16
900	0	几个一百多手的单子都是主力对倒	辽宁沈阳手机网友	02-16
1250	0	这个票洗的真干净	拖狗终结者	02-16
1407	1	16年业绩翻倍高送转股，不看噱头要看态度	狂骠	02-16
14595	2	国防军工板块快速拉升 太阳鸟涨停	财经评论	02-16
2353	3	这里面到底有没有散户啊，我先报个数1000股	股友urs1kd	02-16
721	0	至少再5个板才能打开	中国慈溪	02-16
3376	5	完全没有成交量，什么时候能开板	股友urs1kd	02-16
622	0	完全没有成交量啊，这什么时候能买到	股友urs1kd	02-16
16975	9	太阳鸟：布局双主业 潜在军民融合平台公司	太阳鸟资讯	02-16
967	0	光亚15年亏损的	A股股市大赢家	02-16
1962	1	海斐新材料完成了亚光电子85.84%的股权竞价收购	中国手机网友	02-16
933	0	中信上海溧阳路，走一波！！！	实战大户	02-15
1066	0	不到160我也不会抛	你的股票涨...	02-15
3694	2	封板的单数只有几万手，周五可能会开版？	广东东莞网友	02-15
5662	0	0215	财经评论	02-15
2711	1	太阳鸟几个板呀？谁能知道	老虎34023	02-15
5257	1	调整不改A股上行趋势 跟基金介入轮动热点	财经评论	02-15
1625	1	情人节小鸟送给大家礼物，自购!	G点时刻	02-15
722	0	有妖气	PP汽车贷款	02-15
11474	14	高手们来测一下有几个板呢？	baby喜气羊羊	02-15
1607	0	太阳鸟出了收购成都亚光处了1.2亿中介费	四川成都网友	02-15
1883	2	庄家：青龙管业图形能成四川双马或者三江购物？	华尔街老亨	02-15
4851	13	前3个板是补涨行情，后5个板是重组	实战大户	02-15
1449	1	图形不错，和青龙管业一打前期打压横多年爆发	华尔街老亨	02-15
1347	2	《关注：南玻A 000012 上午主力在吸筹，下午必	股神2118	02-15
1363	1	买不到-太阳鸟的,就赶紧买-天通股份	黑龙江哈尔滨网友	02-15
10831	1	今日盘中突破五日均线个股一览	财经评论	02-15
1767	1	溢价几倍收购亚光，不知道能涨多少，都是谁在里	陕西西安手机网友	02-15
17591	8	【讨论】停牌4个多月的太阳鸟今日复牌后一字涨	股事很美	02-15
992	0	才20W封单	拖狗终结者	02-15
1633	1	买不到太阳鸟的就赶紧买天通股份吧，现在上车还	Hx897D3	02-15
1662	1	跑的好厉害，估计会打开，小心了	山东济南手机网友	02-15
896	0	就成交100多手[大笑][大笑]	股友urs1kd	02-15
1478	1	太阳鸟买不了的快买入天通注意追高风险	dfhkbcxfh	02-15
766	0	定向增发了	只喜欢龙头	02-15
8678	12	理论上市值百亿以上，存在翻倍的概率99.99%!	唐楚强	02-15
652	0	理论上市值100亿以上，存在翻倍的可能。	唐楚强	02-15
840	0	MB没有通过审批复牌干吗	拉卡拉POS机	02-15
6487	10	后悔买少了！	股友clXfA7	02-15
754	0	抄底：华安证券 中原证券 上海银行 绵石投资	yadon139805...	02-15
1785	2	浇冷水洗脸：高开低走收绿大概率	dfhkbcxfh	02-15
7478	1	太阳鸟：又一个黑豹，起码10个涨停板！	期货0yye	02-14
3023	3	太阳鸟最精准预测：明天高开低走收盘绿色	dfhkbcxfh	02-14
4602	1	太阳鸟重组方案证监会已经获批了。明天开盘至少	澳大利亚网友	02-14
4815	7	最少10个板	与庒供舞	02-14
1623	0	终天等来了复盘了	江西景德镇网友	02-14
1242	0	小鸟鸟你终于可以复牌交易啦！今天是个好日子，	叶子爱摩卡	02-14
3911	3	要求不高，一个板就满足了	中国手机网友	02-14
16812	0	太阳鸟:发行股份购买资产并募集配套资金暨关联	太阳鸟资讯	02-15
13006	0	太阳鸟:关于发行股份购买资产并募集配套资金暨	太阳鸟资讯	02-15
8969	0	太阳鸟:关于召开2017年第二次临时股东大会的提	太阳鸟资讯	02-15
7408	0	太阳鸟:北京金杜(成都)律师事务所关于深圳证券	太阳鸟资讯	02-15
12557	3	太阳鸟:西部证券股份有限公司关于深圳证券交易	太阳鸟资讯	02-15
15626	0	太阳鸟:关于深圳证券交易所《关于对太阳鸟游艇	太阳鸟资讯	02-15
8884	1	太阳鸟:上海东洲资产评估有限公司关于深圳证券	太阳鸟资讯	02-15
39327	25	太阳鸟:关于公司股票复牌的提示性公告	太阳鸟资讯	02-15
3269	1	复牌走势猜想	拖狗终结者	02-14
1944	0	太阳鸟也是20开股东会，应该是21号复盘	股友urs1kd	02-13
1524	0	天通20号开股东会，然后证监会，估计得下月了	股友urs1kd	02-13
1165	0	看了看内容，天通是20号开股东会，然后在证监会	股友urs1kd	02-13
6280	0	太阳鸟:简式权益变动报告书(四)	太阳鸟资讯	02-14
